0;0.024095368
0.01;0.023056486
0.02;0.021332232
0.03;0.018347792
0.04;0.016070186
0.05;0.014183619
0.06;0.013390331
0.07;0.013681613
0.08;0.014925234
0.09;0.017037647
0.1;0.019131889
0.11;0.020915087
0.12;0.021928659
0.13;0.022056147
0.14;0.021275301
0.15;0.019686584
0.16;0.017886063
0.17;0.016173153
0.18;0.01499026
0.19;0.014506595
0.2;0.014833471
0.21;0.015905421
0.22;0.017348547
0.23;0.018817627
0.24;0.020029739
0.25;0.020688665
0.26;0.020694723
0.27;0.020044817
0.28;0.018951957
0.29;0.017669804
0.3;0.01651484
0.31;0.015707927
0.32;0.015435909
0.33;0.015741719
0.34;0.016492807
0.35;0.017500207
0.36;0.018511648
0.37;0.01934052
0.38;0.019771499
0.39;0.019731423
0.4;0.019271075
0.41;0.018498287
0.42;0.017614637
0.43;0.016817573
0.44;0.01629387
0.45;0.016112955
0.46;0.016333903
0.47;0.016852184
0.48;0.017551988
0.49;0.018270939
0.5;0.018844851
0.51;0.019131032
0.52;0.019103307
0.53;0.018788122
0.54;0.018242637
0.55;0.017608445
0.56;0.017053215
0.57;0.016669526
0.58;0.016550759
0.59;0.016698984
0.6;0.017084857
0.61;0.017569564
0.62;0.018110718
0.63;0.018486697
0.64;0.018713753
0.65;0.018693292
0.66;0.01846745
0.67;0.018074006
0.68;0.017602219
0.69;0.017199995
0.7;0.016906575
0.71;0.016810399
0.72;0.016935595
0.73;0.017223055
0.74;0.017584571
0.75;0.017998321
0.76;0.018290379
0.77;0.018454385
0.78;0.018432706
0.79;0.018252907
0.8;0.017937163
0.81;0.017569938
0.82;0.017261876
0.83;0.017048097
0.84;0.016991542
0.85;0.017111544
0.86;0.017347154
0.87;0.017633759
0.88;0.017948866
0.89;0.018171835
0.9;0.018262437
0.91;0.018224437
0.92;0.018051618
0.93;0.017788494
0.94;0.017515322
0.95;0.017310526
0.96;0.01717564
0.97;0.017169563
0.98;0.017275677
0.99;0.017460047
1;0.017664723
1.01;0.017889012
1.02;0.018036416
1.03;0.01809641
1.04;0.018032272
1.05;0.017888838
1.06;0.017695067
1.07;0.017500777
1.08;0.017366905
1.09;0.017287562
1.1;0.017297703
1.11;0.01738067
1.12;0.017503724
1.13;0.017659242
1.14;0.017813028
1.15;0.017917073
1.16;0.017953336
1.17;0.01789749
1.18;0.017794114
1.19;0.017645746
1.2;0.017514987
1.21;0.017418178
1.22;0.017370605
1.23;0.017374001
1.24;0.017432436
1.25;0.017519047
1.26;0.017648302
1.27;0.017751202
1.28;0.017824324
1.29;0.017848109
1.3;0.017810036
1.31;0.017720308
1.32;0.017615737
1.33;0.017514563
1.34;0.017434539
1.35;0.017405603
1.36;0.017415884
1.37;0.017469441
1.38;0.017539938
1.39;0.017629011
1.4;0.017719029
1.41;0.017774083
1.42;0.017773669
1.43;0.017733314
1.44;0.017659972
1.45;0.017578367
1.46;0.017502846
1.47;0.017457668
1.48;0.017437377
1.49;0.017453519
1.5;0.01749856
1.51;0.017559653
1.52;0.017623384
1.53;0.017682719
1.54;0.01771239
1.55;0.017705199
1.56;0.017671906
1.57;0.017614278
1.58;0.017555959
1.59;0.017509235
1.6;0.017479877
1.61;0.017472091
1.62;0.017482989
