1272,1,5.1638e-06,5.062e-06,1.7058e-10,4.189e-10,5.4979e-10,4.9955e-06,5.0608e-10,5.0096e-06,7.2184e-10,4.9869e-06,3.4379,36.449,160.13,6.9559,163.57,43.405,38.907,9.2615,48.169,37.356,9.4486,46.805,126.89,12.098,138.99
1272,2,1.0328e-05,1.0124e-05,3.7087e-10,8.3807e-10,1.1002e-09,9.991e-06,1.0128e-09,1.0019e-05,1.4669e-09,9.9739e-06,4.9085,9.4093,144.21,5.7244,149.12,15.134,24.778,8.1983,32.976,30.648,8.0278,38.676,106.71,9.4216,116.13
1272,3,1.5491e-05,1.5186e-05,6.0086e-10,1.2575e-09,1.6776e-09,1.4987e-05,1.5538e-09,1.5029e-05,2.2354e-09,1.4961e-05,3.4973,9.533,137.79,5.3371,141.29,14.87,22.338,7.3897,29.728,29.501,7.7294,37.231,106.69,8.3348,115.02
1272,4,2.0655e-05,2.0248e-05,8.6055e-10,1.7026e-09,2.2842e-09,1.9982e-05,2.1191e-09,2.0038e-05,3.0272e-09,1.9948e-05,3.4622,9.0703,134,5.4056,137.46,14.476,21.712,7.6332,29.345,30.445,7.9922,38.437,104.61,8.4684,113.08
1272,5,2.5819e-05,2.531e-05,1.1499e-09,2.173e-09,2.9145e-09,2.4978e-05,2.7081e-09,2.5048e-05,3.8422e-09,2.4935e-05,3.5154,9.0068,135.14,5.3104,138.65,14.317,22.14,7.3687,29.509,31.759,8.5509,40.31,104.94,8.4133,113.35
1272,6,3.0983e-05,3.0372e-05,1.469e-09,2.6613e-09,3.5686e-09,2.9973e-05,3.3208e-09,3.0058e-05,4.6806e-09,2.9922e-05,3.45,9.0569,133.78,5.4337,137.23,14.491,21.868,7.42,29.288,29.569,7.5886,37.158,104.24,8.3969,112.64
1272,6.5,3.3565e-05,3.2903e-05,1.6397e-09,2.9122e-09,3.9045e-09,3.2471e-05,3.636e-09,3.2563e-05,5.1086e-09,3.2415e-05,3.4725,9.0706,134.47,5.3981,137.94,14.469,21.626,7.4065,29.032,29.414,7.6092,37.024,105.36,8.364,113.72
4270,1,5.1638e-06,5.062e-06,1.7058e-10,4.189e-10,5.4979e-10,4.9955e-06,5.0608e-10,5.0096e-06,7.2184e-10,4.9869e-06,3.4224,8.9655,133.49,5.3209,136.91,14.286,21.772,7.3274,29.1,29.369,7.5634,36.933,104.72,8.3633,113.08
4270,2,1.0328e-05,1.0124e-05,3.7087e-10,8.3807e-10,1.1002e-09,9.991e-06,1.0128e-09,1.0019e-05,1.4669e-09,9.9739e-06,3.5687,8.9525,132.92,5.4788,136.49,14.431,22.162,7.315,29.477,29.489,7.5783,37.067,104.99,8.3612,113.35
4270,2.5,1.291e-05,1.2655e-05,4.8215e-10,1.0478e-09,1.3832e-09,1.2489e-05,1.2801e-09,1.2524e-05,1.8483e-09,1.2467e-05,3.4659,9.0549,133.05,5.3428,136.51,14.398,21.936,7.3303,29.267,29.42,8.0373,37.457,105.08,8.3136,113.4
4270,3,1.5491e-05,1.5186e-05,6.0086e-10,1.2575e-09,1.6776e-09,1.4987e-05,1.5538e-09,1.5029e-05,2.2354e-09,1.4961e-05,3.514,8.9588,133.3,5.3007,136.82,14.259,21.663,7.3339,28.997,29.391,7.5624,36.954,105.11,8.3047,113.42
4270,3.5,1.8073e-05,1.7717e-05,7.2699e-10,1.4741e-09,1.9779e-09,1.7484e-05,1.8335e-09,1.7534e-05,2.6284e-09,1.7454e-05,3.4397,9.1078,132.92,5.2725,136.36,14.38,21.681,10.959,32.64,53.976,14.778,68.754,182.13,15.634,197.77
4270,4,2.0655e-05,2.0248e-05,8.6055e-10,1.7026e-09,2.2842e-09,1.9982e-05,2.1191e-09,2.0038e-05,3.0272e-09,1.9948e-05,6.5233,17.017,243.18,10.166,249.71,27.182,39.78,14.007,53.786,53.719,14.632,68.351,181.72,15.529,197.24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
