8086,1e+05,0.51925,0.50537,-0.013885,-0.02674,0.14357,0.15589,0.012323,0.085835,8.4508,21.188,491.07,21.241,499.52,42.43
8086,2e+05,1.0593,1.006,-0.053274,-0.050292,0.56018,0.57981,0.019631,0.035044,8.1225,23.129,445.65,12.687,453.77,35.816
8086,3e+05,1.6449,1.497,-0.14792,-0.089926,1.2222,1.1762,-0.046038,-0.037668,4.1738,10.228,576.99,12.709,581.16,22.937
8086,4e+05,2.3071,1.9725,-0.33458,-0.14502,2.1897,1.8536,-0.33612,-0.1535,4.1279,10.254,587.15,13.374,591.28,23.629
